Country;Year;Daily cigarettes;Smokers.Total;Smokers.Female;Smokers.Male
Benin;1980;45433,00;193028;36212;156816
Benin;1981;45462,00;194339;36564;157775
Benin;1982;45429,00;195557;36908;158649
Benin;1983;16.200001;198585;37507;161077
Benin;1984;15.0;201922;38206;163716
Benin;1985;45486,00;205379;39033;166346
Benin;1986;45424,00;209171;39986;169185
Benin;1987;45515,00;214080;41128;172952
Benin;1988;45333,00;219567;42390;177176
Benin;1989;11.0;226634;43873;182761
Benin;1990;45483,00;234282;45433;188849
Benin;1991;45392,00;242770;47061;195709
Benin;1992;45301,00;252593;48866;203727
Benin;1993;9.6999998;263179;50783;212396
Benin;1994;9.3999996;273986;52826;221160
Benin;1995;9.1000004;283862;54867;228995
Benin;1996;8.6999998;292713;56829;235884
Benin;1997;8.3000002;297028;55276;241752
Benin;1998;8.0;302132;54429;247703
Benin;1999;45419,00;308534;54080;254454
Benin;2000;7.1999998;316350;54083;262267
Benin;2001;6.8000002;324991;54234;270757
Benin;2002;6.4000001;332038;51970;280068
Benin;2003;6.1999998;340079;49871;290207
Benin;2004;6.0;348574;47859;300715
Benin;2005;5.8000002;357650;46016;311634
Benin;2006;5.6999998;367196;44422;322774
Benin;2007;45417,00;376316;42351;333965
Benin;2008;5.4000001;386204;40819;345385
Benin;2009;5.1999998;398555;41639;356916
Benin;2010;5.0999999;411762;42636;369126
Benin;2011;4.9000001;425477;43945;381532
Benin;2012;4.8000002;439181;45526;393655
Bhutan;1980;42.0;28483;4429;24054
Bhutan;1981;41.799999;29048;4519;24529
Bhutan;1982;41.599998;29494;4597;24897
Bhutan;1983;41.299999;29852;4666;25186
Bhutan;1984;41.200001;30277;4745;25531
Bhutan;1985;41.099998;30835;4848;25987
Bhutan;1986;40.900002;31557;4985;26573
Bhutan;1987;40.200001;32322;5138;27184
Bhutan;1988;39.799999;33115;5293;27822
Bhutan;1989;39.299999;33616;5396;28219
Bhutan;1990;38.700001;33680;5428;28251
Bhutan;1991;38.400002;33294;5389;27905
Bhutan;1992;38.099998;32533;5291;27242
Bhutan;1993;37.599998;31590;5172;26418
Bhutan;1994;37.299999;30844;5105;25739
Bhutan;1995;36.799999;30466;5112;25354
Bhutan;1996;36.400002;30538;5209;25329
Bhutan;1997;35.900002;31034;5383;25650
Bhutan;1998;35.5;31917;5609;26308
Bhutan;1999;34.799999;33189;5863;27326
Bhutan;2000;33.900002;34820;6114;28707
Bhutan;2001;32.799999;36800;6341;30459
Bhutan;2002;45443,00;39086;6556;32530
Bhutan;2003;30.200001;41592;6787;34806
Bhutan;2004;45320,00;44095;7013;37082
Bhutan;2005;45319,00;46464;7275;39189
Bhutan;2006;27.299999;48600;7552;41048
Bhutan;2007;45408,00;50545;7833;42712
Bhutan;2008;45468,00;52339;8108;44230
Bhutan;2009;45559,00;54024;8377;45648
Bhutan;2010;24.200001;55597;8632;46965
Bhutan;2011;45466,00;57122;8884;48237
Bhutan;2012;23.0;58540;9112;49428
Bolivia;1980;3.0;1025503;344990;680514
Bolivia;1981;3.0;1052926;354484;698443
Bolivia;1982;3.0;1081030;364046;716984
Bolivia;1983;2.9000001;1109903;373974;735929
Bolivia;1984;2.9000001;1140060;384531;755529
Bolivia;1985;45506,00;1171517;395418;776099
Bolivia;1986;45506,00;1204044;406735;797309
Bolivia;1987;45475,00;1238373;418725;819648
Bolivia;1988;2.5999999;1274543;431467;843076
Bolivia;1989;2.5999999;1312187;445085;867102
Bolivia;1990;45414,00;1351482;459780;891701
Bolivia;1991;45414,00;1392495;475509;916986
Bolivia;1992;2.4000001;1435769;492259;943511
Bolivia;1993;45353,00;1481886;510370;971516
Bolivia;1994;45353,00;1530580;529400;1001180
Bolivia;1995;45324,00;1581687;549308;1032380
Bolivia;1996;45324,00;1635755;570292;1065463
Bolivia;1997;45324,00;1644158;559330;1084828
Bolivia;1998;45324,00;1665323;556055;1109268
Bolivia;1999;45324,00;1694005;557975;1136031
Bolivia;2000;45324,00;1725970;561557;1164412
Bolivia;2001;45324,00;1756645;564319;1192326
Bolivia;2002;45324,00;1782027;563960;1218066
Bolivia;2003;45324,00;1797885;558001;1239883
Bolivia;2004;45353,00;1800901;544738;1256163
Bolivia;2005;2.4000001;1737289;490049;1247240
Bolivia;2006;2.5999999;1670317;436948;1233369
Bolivia;2007;45506,00;1609085;390728;1218357
Bolivia;2008;2.9000001;1562181;355381;1206800
Bolivia;2009;3.0;1569468;351060;1218408
Bolivia;2010;3.0999999;1589945;353311;1236634
Bolivia;2011;3.0999999;1620867;360349;1260519
Bolivia;2012;3.0999999;1660006;371434;1288572
Bosnia and Herzegovina;1980;45466,00;1076920;427574;649346
Bosnia and Herzegovina;1981;45466,00;1108744;439131;669613
Bosnia and Herzegovina;1982;45435,00;1139323;449949;689374
Bosnia and Herzegovina;1983;45405,00;1168564;460139;708424
Bosnia and Herzegovina;1984;23.200001;1198546;470815;727732
Bosnia and Herzegovina;1985;45314,00;1229880;482004;747876
Bosnia and Herzegovina;1986;23.0;1264976;494371;770605
Bosnia and Herzegovina;1987;22.799999;1300852;507080;793772
Bosnia and Herzegovina;1988;45465,00;1329497;517625;811871
Bosnia and Herzegovina;1989;45434,00;1340022;521978;818044
Bosnia and Herzegovina;1990;22.200001;1323463;517001;806462
Bosnia and Herzegovina;1991;22.0;1277152;501828;775324
Bosnia and Herzegovina;1992;21.700001;1207447;478597;728851
Bosnia and Herzegovina;1993;45433,00;1128694;451981;676713
Bosnia and Herzegovina;1994;21.299999;1061296;429128;632169
Bosnia and Herzegovina;1995;21.200001;1019873;415144;604728
Bosnia and Herzegovina;1996;45403,00;1017063;414510;602553
Bosnia and Herzegovina;1997;21.799999;1036609;421060;615549
Bosnia and Herzegovina;1998;22.0;1067337;431404;635933
Bosnia and Herzegovina;1999;22.200001;1096090;440603;655487
Bosnia and Herzegovina;2000;22.299999;1112576;444757;667820
Bosnia and Herzegovina;2001;45404,00;1114690;443049;671641
Bosnia and Herzegovina;2002;45434,00;1106823;437398;669425
Bosnia and Herzegovina;2003;22.700001;1085445;425041;660405
Bosnia and Herzegovina;2004;22.799999;1068720;416909;651811
Bosnia and Herzegovina;2005;45557,00;1054282;410457;643825
Bosnia and Herzegovina;2006;45314,00;1041958;405161;636796
Bosnia and Herzegovina;2007;23.200001;1031005;400442;630563
Bosnia and Herzegovina;2008;45405,00;1021647;396139;625509
Bosnia and Herzegovina;2009;45435,00;1013015;392267;620748
Bosnia and Herzegovina;2010;45435,00;1005869;388932;616938
Bosnia and Herzegovina;2011;45435,00;1001131;386544;614587
Bosnia and Herzegovina;2012;45405,00;1000678;385848;614830
Botswana;1980;32.099998;82433;16035;66398
Botswana;1981;31.4;84971;16433;68538
Botswana;1982;30.700001;87346;16800;70545
Botswana;1983;30.0;89563;17152;72412
Botswana;1984;45411,00;91895;17534;74361
Botswana;1985;28.799999;94500;17973;76527
Botswana;1986;28.299999;97318;18472;78846
Botswana;1987;27.799999;100190;19003;81187
Botswana;1988;45561,00;102815;19522;83292
Botswana;1989;45317,00;105501;20080;85422
Botswana;1990;25.299999;108491;20705;87786
Botswana;1991;45467,00;111779;21383;90396
Botswana;1992;24.200001;115400;22106;93294
Botswana;1993;23.799999;119244;22838;96406
Botswana;1994;45435,00;123288;23604;99684
Botswana;1995;23.200001;127249;24344;102905
Botswana;1996;45557,00;131228;25031;106197
Botswana;1997;45434,00;135046;25696;109350
Botswana;1998;45313,00;138645;26329;112316
Botswana;1999;45464,00;141942;26922;115021
Botswana;2000;21.0;145021;27502;117519
Botswana;2001;45402,00;148054;28070;119985
Botswana;2002;19.799999;150967;28688;122279
Botswana;2003;45310,00;153882;29325;124558
Botswana;2004;45400,00;156791;29939;126852
Botswana;2005;17.700001;159891;30610;129281
Botswana;2006;45308,00;163144;31429;131715
Botswana;2007;45428,00;166448;32378;134070
Botswana;2008;45550,00;169842;33401;136441
Botswana;2009;45458,00;172700;33953;138747
Botswana;2010;45337,00;175157;34308;140849
Botswana;2011;45549,00;177328;34520;142808
Botswana;2012;45457,00;179346;34621;144725
Brazil;1980;39.599998;14953288;5595303;9357985
Brazil;1981;38.5;14946760;5644610;9302149
Brazil;1982;37.799999;15109090;5741597;9367492
Brazil;1983;37.599998;15546768;5916220;9630548
Brazil;1984;37.299999;15956306;6088369;9867936
Brazil;1985;36.900002;16248511;6231401;10017110
Brazil;1986;36.0;16317934;6318194;9999740
Brazil;1987;35.200001;16398271;6414858;9983413
Brazil;1988;34.599998;16604942;6549537;10055404
Brazil;1989;34.099998;16830212;6692011;10138201
Brazil;1990;34.0;17263531;6897072;10366459
Brazil;1991;34.0;17700770;7109430;10591341
Brazil;1992;34.0;18219195;7348192;10871002
Brazil;1993;33.799999;18651527;7561975;11089552
Brazil;1994;33.400002;18996374;7751078;11245295
Brazil;1995;32.799999;19271120;7925586;11345534
Brazil;1996;32.099998;19569507;8109720;11459787
Brazil;1997;31.6;19686619;8131139;11555479
Brazil;1998;31.200001;19912282;8209225;11703057
Brazil;1999;45565,00;20214433;8321762;11892672
Brazil;2000;45412,00;20414895;8405320;12009575
Brazil;2001;45321,00;20635005;8488254;12146751
Brazil;2002;29.799999;20829098;8556157;12272940
Brazil;2003;29.700001;21057721;8622576;12435145
Brazil;2004;45441,00;21045994;8553817;12492177
Brazil;2005;29.200001;21006077;8475917;12530159
Brazil;2006;28.799999;20918224;8390628;12527597
Brazil;2007;45319,00;20738291;8298439;12439851
Brazil;2008;27.0;20612448;8268533;12343915
Brazil;2009;26.200001;20627616;8325247;12302368
Brazil;2010;25.0;20588408;8384267;12204141
Brazil;2011;23.799999;20620992;8468347;12152644
Brazil;2012;22.799999;20734652;8580927;12153725
Brunei;1980;39.400002;13758;4484;9274
Brunei;1981;39.599998;14278;4645;9632
Brunei;1982;39.799999;14746;4813;9933
Brunei;1983;40.200001;15216;4994;10221
Brunei;1984;40.5;15741;5193;10548
Brunei;1985;40.900002;16376;5420;10956
Brunei;1986;41.400002;17137;5678;11459
Brunei;1987;41.799999;17993;5962;12031
Brunei;1988;42.099998;18895;6258;12637
Brunei;1989;42.5;19793;6558;13235
Brunei;1990;42.900002;20634;6849;13784
Brunei;1991;43.299999;21400;7130;14269
Brunei;1992;43.599998;22099;7398;14701
Brunei;1993;44.0;22759;7660;15099
Brunei;1994;44.299999;23420;7950;15470
Brunei;1995;44.5;24098;8275;15822
Brunei;1996;44.599998;24789;8639;16150
Brunei;1997;44.799999;25546;9044;16502
Brunei;1998;45.099998;26369;9469;16900
Brunei;1999;45.400002;27161;9869;17292
Brunei;2000;45.700001;27881;10210;17670
Brunei;2001;45.900002;28528;10488;18040
Brunei;2002;46.200001;29119;10721;18398
Brunei;2003;46.400002;29652;10907;18746
Brunei;2004;46.700001;30173;11076;19097
Brunei;2005;47.0;30733;11267;19466
Brunei;2006;47.200001;31296;11474;19821
Brunei;2007;47.400002;31895;11704;20191
Brunei;2008;47.599998;32549;11957;20592
Brunei;2009;48.0;33233;12212;21021
Brunei;2010;48.200001;33902;12461;21441
Brunei;2011;48.5;34587;12718;21869
Brunei;2012;48.599998;35269;12974;22295
Bulgaria;1980;45554,00;2010081;729481;1280600
Bulgaria;1981;20.200001;2022897;731520;1291377
Bulgaria;1982;45432,00;2034475;732918;1301558
Bulgaria;1983;20.799999;2045228;734254;1310974
Bulgaria;1984;21.0;2053082;735411;1317670
Bulgaria;1985;21.299999;2052877;734893;1317984
Bulgaria;1986;45433,00;2046549;731709;1314840
Bulgaria;1987;21.700001;2040770;727704;1313067
Bulgaria;1988;21.700001;2034427;723858;1310569
Bulgaria;1989;21.799999;2019140;716673;1302467
Bulgaria;1990;45556,00;1994521;705250;1289272
Bulgaria;1991;45313,00;1971441;693305;1278136
Bulgaria;1992;45434,00;1951521;682270;1269251
Bulgaria;1993;45557,00;1946445;676265;1270180
Bulgaria;1994;45405,00;1958216;675615;1282601
Bulgaria;1995;45558,00;1973833;676343;1297490
Bulgaria;1996;45467,00;1997706;680257;1317449
Bulgaria;1997;25.0;2051526;707605;1343921
Bulgaria;1998;25.200001;2132214;758205;1374009
Bulgaria;1999;25.200001;2223427;815193;1408235
Bulgaria;2000;25.200001;2312884;871434;1441450
Bulgaria;2001;25.200001;2393072;922215;1470858
Bulgaria;2002;45316,00;2461996;965774;1496222
Bulgaria;2003;45559,00;2515156;1000228;1514928
Bulgaria;2004;45436,00;2543840;1022391;1521449
Bulgaria;2005;24.0;2545086;1031685;1513401
Bulgaria;2006;45405,00;2517527;1022806;1494721
Bulgaria;2007;45465,00;2467249;1005327;1461922
Bulgaria;2008;45433,00;2406849;982805;1424043
Bulgaria;2009;20.299999;2339718;957513;1382205
Bulgaria;2010;19.299999;2239113;920163;1318950
Bulgaria;2011;45309,00;2148719;888978;1259741
Bulgaria;2012;45551,00;2059760;858595;1201166
Burkina Faso;1980;4.3000002;472464;155045;317419
Burkina Faso;1981;4.3000002;480470;158028;322441
Burkina Faso;1982;4.3000002;489166;161154;328012
Burkina Faso;1983;4.3000002;498932;164469;334463
Burkina Faso;1984;4.4000001;509557;168072;341485
Burkina Faso;1985;4.4000001;519935;171862;348072
Burkina Faso;1986;4.3000002;530824;175946;354878
Burkina Faso;1987;4.3000002;542938;180526;362412
Burkina Faso;1988;4.1999998;555632;185399;370233
Burkina Faso;1989;4.1999998;569168;190658;378510
Burkina Faso;1990;4.1999998;583978;196422;387556
Burkina Faso;1991;4.0999999;598463;202202;396261
Burkina Faso;1992;4.0999999;614201;208549;405652
Burkina Faso;1993;4.0999999;630950;215418;415532
Burkina Faso;1994;4.0999999;648859;223017;425841
Burkina Faso;1995;4.0;667791;231336;436455
Burkina Faso;1996;3.9000001;687083;239970;447113
Burkina Faso;1997;45476,00;701346;242032;459314
Burkina Faso;1998;45415,00;713930;241292;472639
Burkina Faso;1999;3.4000001;726338;239400;486938
Burkina Faso;2000;45325,00;739313;236812;502500
Burkina Faso;2001;3.0999999;752134;233239;518895
Burkina Faso;2002;2.9000001;764324;228032;536293
Burkina Faso;2003;45506,00;776310;220916;555394
Burkina Faso;2004;45475,00;780171;200021;580150
Burkina Faso;2005;2.5999999;786561;179017;607543
Burkina Faso;2006;2.4000001;797067;160277;636790
Burkina Faso;2007;45353,00;812302;144757;667545
Burkina Faso;2008;45324,00;831870;132541;699329
Burkina Faso;2009;2.0999999;855086;123387;731699
Burkina Faso;2010;45536,00;880741;116670;764071
Burkina Faso;2011;45505,00;907978;111803;796175
Burkina Faso;2012;45474,00;939331;115032;824299
Burundi;1980;45366,00;332883;105218;227665
Burundi;1981;45518,00;339712;107638;232074
Burundi;1982;14.0;345683;109960;235723
Burundi;1983;45335,00;351611;112306;239305
Burundi;1984;45334,00;357526;114607;242919
Burundi;1985;45423,00;365358;117355;248003
Burundi;1986;45514,00;374073;120372;253701
Burundi;1987;45301,00;383636;123529;260107
Burundi;1988;45421,00;393264;126684;266581
Burundi;1989;8.8999996;401643;129633;272010
Burundi;1990;45420,00;408474;132318;276155
Burundi;1991;8.1000004;413926;134856;279070
Burundi;1992;7.8000002;417754;137063;280691
Burundi;1993;7.4000001;419759;138753;281007
Burundi;1994;6.9000001;420392;139600;280791
Burundi;1995;6.4000001;419996;139622;280374
Burundi;1996;5.8000002;418971;138859;280112
Burundi;1997;5.4000001;417992;137307;280685
Burundi;1998;5.0999999;418687;135995;282692
Burundi;1999;4.9000001;422415;135638;286777
Burundi;2000;4.8000002;430131;136611;293520
Burundi;2001;4.6999998;442350;139094;303255
Burundi;2002;4.6999998;459123;143061;316062
Burundi;2003;4.8000002;479585;148242;331343
Burundi;2004;5.0999999;502851;154196;348655
Burundi;2005;5.4000001;528312;160908;367404
Burundi;2006;5.8000002;556406;168399;388007
Burundi;2007;6.4000001;586565;176374;410190
Burundi;2008;7.0999999;618694;184917;433777
Burundi;2009;7.9000001;652833;194245;458587
Burundi;2010;8.8999996;688354;204281;484073
Burundi;2011;10.0;725571;215027;510544
Burundi;2012;45333,00;763740;225938;537802
Cambodia;1980;45516,00;894850;101011;793839
Cambodia;1981;45485,00;900286;102626;797660
Cambodia;1982;45455,00;918592;105011;813581
Cambodia;1983;45424,00;946086;108060;838026
Cambodia;1984;45363,00;976661;111394;865266
Cambodia;1985;45303,00;1005948;114754;891194
Cambodia;1986;45515,00;1032504;117955;914549
Cambodia;1987;45454,00;1059277;121431;937846
Cambodia;1988;45393,00;1087273;125204;962070
Cambodia;1989;45362,00;1118170;129166;989004
Cambodia;1990;45302,00;1153670;133419;1020251
Cambodia;1991;45545,00;1194552;138112;1056440
Cambodia;1992;45514,00;1239872;143396;1096476
Cambodia;1993;45483,00;1288607;149285;1139322
Cambodia;1994;45453,00;1335853;155214;1180639
Cambodia;1995;45422,00;1381898;161151;1220747
Cambodia;1996;45392,00;1425804;167151;1258653
Cambodia;1997;45361,00;1460788;170340;1290448
Cambodia;1998;45361,00;1495621;173618;1322003
Cambodia;1999;45332,00;1532030;176527;1355504
Cambodia;2000;45301,00;1570681;178911;1391771
Cambodia;2001;45301,00;1608745;178571;1430175
Cambodia;2002;10.0;1647017;178007;1469010
Cambodia;2003;9.8999996;1684589;177479;1507110
Cambodia;2004;9.8999996;1719099;176810;1542289
Cambodia;2005;10.0;1747146;175368;1571777
Cambodia;2006;10.0;1777741;176392;1601349
Cambodia;2007;45301,00;1806321;177447;1628874
Cambodia;2008;45332,00;1832620;178254;1654366
Cambodia;2009;45361,00;1858134;179056;1679078
Cambodia;2010;45392,00;1888190;180351;1707840
Cambodia;2011;45392,00;1930612;182847;1747765
Cambodia;2012;45392,00;1992481;188399;1804082
Cameroon;1980;45485,00;411916;62277;349639
Cameroon;1981;45304,00;422321;63691;358630
Cameroon;1982;45425,00;433080;65181;367899
Cameroon;1983;45548,00;444082;66798;377284
Cameroon;1984;45336,00;455912;68572;387341
Cameroon;1985;45457,00;468449;70457;397992
Cameroon;1986;45549,00;481483;72450;409034
Cameroon;1987;45306,00;494629;74542;420087
Cameroon;1988;45337,00;508088;76697;431391
Cameroon;1989;45366,00;522153;78947;443207
Cameroon;1990;45337,00;536600;81355;455245
Cameroon;1991;45306,00;551110;83806;467304
Cameroon;1992;15.0;565991;86445;479547
Cameroon;1993;45518,00;581109;89299;491810
Cameroon;1994;45457,00;596618;92346;504272
Cameroon;1995;45365,00;612545;95583;516961
Cameroon;1996;45305,00;629205;99040;530165
Cameroon;1997;45305,00;639782;95824;543958
Cameroon;1998;45305,00;649583;91212;558372
Cameroon;1999;45305,00;660552;87036;573516
Cameroon;2000;14.0;673302;83690;589611
Cameroon;2001;14.0;687355;80984;606371
Cameroon;2002;45548,00;702311;78540;623772
Cameroon;2003;45548,00;717899;76165;641735
Cameroon;2004;45517,00;733498;73530;659968
Cameroon;2005;45517,00;742717;64034;678684
Cameroon;2006;45517,00;753348;55295;698053
Cameroon;2007;45517,00;765952;47713;718240
Cameroon;2008;45517,00;781004;41458;739546
Cameroon;2009;45486,00;798534;36497;762038
Cameroon;2010;45456,00;818620;32705;785915
Cameroon;2011;45425,00;840281;29995;810286
Cameroon;2012;45364,00;865618;30427;835190
Canada;1980;29.200001;7166130;3222664;3943466
Canada;1981;45410,00;6990103;3179130;3810974
Canada;1982;27.700001;6942431;3183268;3759163
Canada;1983;27.0;6906364;3197357;3709007
Canada;1984;26.0;6851889;3211427;3640462
Canada;1985;24.799999;6794153;3226872;3567280
Canada;1986;23.700001;6765748;3247940;3517808
Canada;1987;22.799999;6689574;3236307;3453267
Canada;1988;45556,00;6598797;3215258;3383538
